Date, UserID, Scenario, Branch, Variable, Action, NewValue, OldValue, ChangeID, ScenarioID, BranchID, VariableID, NewValue, OldValue
2015/01/03 13:19:33,AMA,,,TextZoomFactor,Area-wide setting changed,0.00054187077314641,0.00290165755699188,   15,0,0,832,0.00054187077314641,0.00290165755699188
2015/01/03 13:19:47,AMA,,,NodeZoomFactor,Area-wide setting changed,2445,42,   15,0,0,833,2445,42
2015/01/03 13:19:53,AMA,,,NodeZoomFactor,Area-wide setting changed,920,2445,   15,0,0,833,920,2445
2015/01/03 13:20:04,AMA,,,NodeZoomFactor,Area-wide setting changed,427,920,   15,0,0,833,427,920
2015/01/03 13:20:16,AMA,,,NodeZoomFactor,Area-wide setting changed,228,427,   15,0,0,833,228,427
2015/01/03 13:20:40,AMA,,,TextZoomFactor,Area-wide setting changed,0.00152332834331058,0.00054187077314641,   15,0,0,832,0.00152332834331058,0.00054187077314641
2015/01/03 13:21:29,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 13:21:29,AMA,Current Accounts,Below Blacksmith Fork Inflow,,Delete River Reach,0,0,   13,1,35,16,0,0
2015/01/03 13:21:30,AMA,Current Accounts,Supply and Resources\River\Logan River\Reaches\Below Blacksmith Fork Inflow,,Delete Branch,,,   19,1,147,0,,
2015/01/03 13:21:30,AMA,Current Accounts,Below Logan River Inflow,,Delete River Reach,0,0,   13,1,39,16,0,0
2015/01/03 13:21:30,AMA,Current Accounts,Supply and Resources\River\Little Bear River\Reaches\Below Logan River Inflow,,Delete Branch,,,   19,1,160,0,,
2015/01/03 13:21:30,AMA,Current Accounts,Below South Fork Little Bear River Inflow,,Delete River Reach,0,0,   13,1,41,16,0,0
2015/01/03 13:21:30,AMA,Current Accounts,Supply and Resources\River\Little Bear River\Reaches\Below South Fork Little Bear River Inflow,,Delete Branch,,,   19,1,162,0,,
2015/01/03 13:21:30,AMA,Current Accounts,Below Blacksmith Fork Inflow,,Create River Reach,,,   5,1,44,16,,
2015/01/03 13:21:30,AMA,Current Accounts,Below South Fork Little Bear River Inflow,,Create River Reach,,,   5,1,45,16,,
2015/01/03 13:21:30,AMA,Current Accounts,Below Logan River Inflow,,Create River Reach,,,   5,1,46,16,,
2015/01/03 13:27:50,AMA,,,FullExtentTop,Area-wide setting changed,43.1608864111164,44.8545027220376,   15,0,0,834,43.1608864111164,44.8545027220376
2015/01/03 13:27:50,AMA,,,FullExtentLeft,Area-wide setting changed,-113.240786408577,-115.302491103203,   15,0,0,835,-113.240786408577,-115.302491103203
2015/01/03 13:27:50,AMA,,,FullExtentRight,Area-wide setting changed,-110.061158366783,-110.818505338078,   15,0,0,837,-110.061158366783,-110.818505338078
2015/01/03 13:27:50,AMA,,,FullExtentBottom,Area-wide setting changed,40.1451567219921,39.7299475618953,   15,0,0,836,40.1451567219921,39.7299475618953
2015/01/03 13:28:06,AMA,,,FullExtentTop,Area-wide setting changed,43.0129934839312,43.1608864111164,   15,0,0,834,43.0129934839312,43.1608864111164
2015/01/03 13:28:06,AMA,,,FullExtentLeft,Area-wide setting changed,-112.914492396023,-113.240786408577,   15,0,0,835,-112.914492396023,-113.240786408577
2015/01/03 13:28:06,AMA,,,FullExtentRight,Area-wide setting changed,-110.31029085211,-110.061158366783,   15,0,0,837,-110.31029085211,-110.061158366783
2015/01/03 13:28:06,AMA,,,FullExtentBottom,Area-wide setting changed,40.3509207945976,40.1451567219921,   15,0,0,836,40.3509207945976,40.1451567219921
2015/01/03 13:28:12,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 13:31:08,AMA,,,TextZoomFactor,Area-wide setting changed,20.0925012343468,0.00152332834331058,   15,0,0,832,20.0925012343468,0.00152332834331058
2015/01/03 13:32:14,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 13:35:48,AMA,,,TextZoomFactor,Area-wide setting changed,2530.66351877789,20.0925012343468,   15,0,0,832,2530.66351877789,20.0925012343468
2015/01/03 13:36:44,AMA,,,TextZoomFactor,Area-wide setting changed,20000,2530.66351877789,   15,0,0,832,20000,2530.66351877789
2015/01/03 13:36:47,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 13:57:25,AMA,,,TextZoomFactor,Area-wide setting changed,2183.26346838723,20000,   15,0,0,832,2183.26346838723,20000
2015/01/03 13:58:10,AMA,,,TextZoomFactor,Area-wide setting changed,2104.13734204725,2183.26346838723,   15,0,0,832,2104.13734204725,2183.26346838723
2015/01/03 13:58:18,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 14:11:18,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 14:17:45,AMA,Current Accounts,Porcupine Reservoir,,Create Reservoir,,,   5,1,50,4,,
2015/01/03 14:17:45,AMA,Current Accounts,Porcupine Reservoir,,Change Active in Current Accounts?,Yes,,   6,1,50,0,Yes,
2015/01/03 14:17:46,AMA,Current Accounts,Below Porcupine Reservoir,,Create River Reach,,,   5,1,51,16,,
2015/01/03 14:17:53,AMA,,,NodeZoomFactor,Area-wide setting changed,86,228,   15,0,0,833,86,228
2015/01/03 14:18:00,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 14:18:44,AMA,Current Accounts,Hyrum Reservoir,,Create Reservoir,,,   5,1,55,4,,
2015/01/03 14:18:44,AMA,Current Accounts,Hyrum Reservoir,,Change Active in Current Accounts?,Yes,,   6,1,55,0,Yes,
