Volume,Hedging Percent,Firm Yield,Total Reliability,Total Resilience,Total Vulnerability,Total Shortage Cost
8000.000000,0.950000,296473.738336,74.285714,55.555556,4182.211422,95357450.923172
8000.000000,0.960000,296256.772590,74.285714,55.555556,3930.288072,95032107.766018
8000.000000,0.970000,295622.244266,74.285714,55.555556,3346.936143,94954217.424405
8000.000000,0.980000,295608.341722,74.285714,55.555556,3081.786651,95191765.925803
8000.000000,0.990000,295794.177484,74.285714,55.555556,2844.032660,95583457.005189
8000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
9000.000000,0.900000,297624.856836,68.571429,54.545455,5132.474360,106709840.651555
9000.000000,0.910000,296103.749662,68.571429,54.545455,4585.708352,104273270.396517
9000.000000,0.920000,296018.170016,68.571429,54.545455,4302.509423,102064311.411830
9000.000000,0.930000,295934.929484,68.571429,54.545455,4020.212420,100149235.208768
9000.000000,0.940000,295853.802815,68.571429,54.545455,3738.783258,98536714.946073
9000.000000,0.950000,295774.702677,68.571429,54.545455,3428.227045,97606468.042540
9000.000000,0.960000,295697.544062,68.571429,54.545455,3154.502046,96519651.327122
9000.000000,0.970000,295622.244266,68.571429,54.545455,2881.616899,95798868.020406
9000.000000,0.980000,295608.341722,68.571429,54.545455,2610.646837,95474969.369710
9000.000000,0.990000,295794.177484,68.571429,54.545455,2343.897509,95627981.961749
9000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
10000.000000,0.900000,296226.785517,62.857143,46.153846,4747.612297,110533176.671743
10000.000000,0.910000,296103.749662,62.857143,46.153846,4443.584870,107423426.477010
10000.000000,0.920000,296018.170016,62.857143,46.153846,4141.358328,104642844.947627
10000.000000,0.930000,295934.929484,62.857143,46.153846,3804.373942,102856920.377125
10000.000000,0.940000,295853.802815,62.857143,46.153846,3508.719325,100620191.529469
10000.000000,0.950000,295774.702677,62.857143,46.153846,3213.790894,98766229.878996
10000.000000,0.960000,295697.544062,62.857143,46.153846,2923.602602,97768235.071267
10000.000000,0.970000,295622.244266,62.857143,46.153846,2629.097645,96564503.100979
10000.000000,0.980000,295608.341722,62.857143,46.153846,2336.213143,95859266.095010
10000.000000,0.990000,295794.177484,62.857143,46.153846,2042.804025,95772184.420165
10000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
11000.000000,0.900000,296226.785517,62.857143,46.153846,4793.290902,111694669.551406
11000.000000,0.910000,296103.749662,62.857143,46.153846,4484.695614,108400826.389626
11000.000000,0.920000,296018.170016,62.857143,46.153846,4127.813336,105499073.175047
11000.000000,0.930000,295934.929484,62.857143,46.153846,3839.433882,104072393.332414
11000.000000,0.940000,295853.802815,62.857143,46.153846,3538.770703,101562975.126156
11000.000000,0.950000,295774.702677,62.857143,46.153846,3238.833709,99464723.472577
11000.000000,0.960000,295697.544062,62.857143,46.153846,2939.615006,97797610.233703
11000.000000,0.970000,295622.244266,62.857143,46.153846,2629.711754,97067590.258972
11000.000000,0.980000,295608.341722,62.857143,46.153846,2320.874905,96123395.786633
11000.000000,0.990000,295794.177484,62.857143,46.153846,2042.892035,95872721.084030
11000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
12000.000000,0.900000,296494.564754,62.857143,46.153846,4765.234992,112168712.123083
12000.000000,0.910000,296283.220537,62.857143,46.153846,4387.562918,108208706.178506
12000.000000,0.920000,296094.297153,62.857143,46.153846,4073.218126,104783660.796954
12000.000000,0.930000,295940.792425,62.857143,46.153846,3759.830972,101914163.128364
12000.000000,0.940000,295855.875891,62.857143,46.153846,3452.843069,99425285.478067
12000.000000,0.950000,295774.868558,62.857143,46.153846,3083.142854,97924256.039322
12000.000000,0.960000,295697.611919,62.857143,46.153846,2809.202095,97343672.864257
12000.000000,0.970000,295622.265708,62.857143,46.153846,2525.534984,96031771.907318
12000.000000,0.980000,295608.341807,62.857143,46.153846,2236.659264,95374570.045586
12000.000000,0.990000,295794.177487,62.857143,46.153846,1960.858066,95447099.787339
12000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
13000.000000,0.900000,296494.564754,62.857143,46.153846,4702.625148,112235649.807459
13000.000000,0.910000,296283.220537,62.857143,46.153846,4387.562918,108208706.178506
13000.000000,0.920000,296094.297153,62.857143,46.153846,4016.543444,105000309.874540
13000.000000,0.930000,295940.792425,62.857143,46.153846,3673.811634,102797169.804444
13000.000000,0.940000,295855.875891,62.857143,46.153846,3383.270877,100872851.786909
13000.000000,0.950000,295774.868558,62.857143,46.153846,3093.637129,99229263.771314
13000.000000,0.960000,295697.611919,62.857143,46.153846,2784.544283,97432352.450199
13000.000000,0.970000,295622.265708,62.857143,46.153846,2495.126700,96367929.831973
13000.000000,0.980000,295608.341807,62.857143,46.153846,2223.120622,95516017.790677
13000.000000,0.990000,295794.177487,62.857143,46.153846,1956.359243,95449754.086918
13000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
14000.000000,0.900000,296494.564754,57.142857,40.000000,4441.884136,114920803.137215
14000.000000,0.910000,296283.220537,57.142857,40.000000,4091.610330,111541693.140929
14000.000000,0.920000,296094.297153,57.142857,40.000000,3797.340217,108937166.838796
14000.000000,0.930000,295940.792425,57.142857,40.000000,3458.676728,106625150.646313
14000.000000,0.940000,295855.875891,57.142857,40.000000,3159.921420,102947215.281565
14000.000000,0.950000,295774.868558,57.142857,40.000000,2868.276172,100087485.257532
14000.000000,0.960000,295697.611919,57.142857,40.000000,2585.977506,98370435.781698
14000.000000,0.970000,295622.265708,57.142857,40.000000,2290.745114,96674531.402845
14000.000000,0.980000,295608.341807,57.142857,40.000000,2000.587913,95676981.545678
14000.000000,0.990000,295794.177487,57.142857,40.000000,1732.453031,95499991.819695
14000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
15000.000000,0.900000,296494.564754,57.142857,40.000000,4313.156183,111958088.792461
15000.000000,0.910000,296283.220537,57.142857,40.000000,3989.054076,108636818.425261
15000.000000,0.920000,296094.297153,57.142857,40.000000,3689.024859,105990943.129154
15000.000000,0.930000,295940.792425,57.142857,40.000000,3385.116611,102264085.861619
15000.000000,0.940000,295855.875891,57.142857,40.000000,3067.056065,99533225.095126
15000.000000,0.950000,295774.868558,57.142857,40.000000,2776.554265,97636756.086323
15000.000000,0.960000,295697.611919,57.142857,40.000000,2476.000125,95708852.280384
15000.000000,0.970000,295622.265708,57.142857,40.000000,2195.464540,94501731.643285
15000.000000,0.980000,295608.341807,57.142857,40.000000,1899.450923,94117567.503072
15000.000000,0.990000,295794.177487,57.142857,40.000000,1631.732107,94625248.745292
15000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
16000.000000,0.900000,296494.564754,51.428571,29.411765,4308.538252,120846433.489196
16000.000000,0.910000,296283.220537,51.428571,29.411765,3991.677935,116585252.650555
16000.000000,0.920000,296094.297153,51.428571,29.411765,3670.740195,111018939.517750
16000.000000,0.930000,295940.792425,51.428571,29.411765,3334.469006,106979459.509298
16000.000000,0.940000,295855.875891,51.428571,29.411765,3020.180585,103489200.413830
16000.000000,0.950000,295774.868558,51.428571,29.411765,2709.724735,99898226.896914
16000.000000,0.960000,295697.611919,51.428571,29.411765,2392.565123,97256399.696419
16000.000000,0.970000,295622.265708,51.428571,29.411765,2081.026908,95462669.873902
16000.000000,0.980000,295608.341807,51.428571,29.411765,1779.915674,94593881.091982
16000.000000,0.990000,295794.177487,51.428571,29.411765,1441.408703,94821985.476914
16000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
17000.000000,0.900000,296494.564754,51.428571,29.411765,4337.037415,125416781.443053
17000.000000,0.910000,296283.220537,51.428571,29.411765,4013.085886,118600310.427993
17000.000000,0.920000,296094.297153,51.428571,29.411765,3671.309976,113557363.195310
17000.000000,0.930000,295940.792425,51.428571,29.411765,3353.646575,109428185.258965
17000.000000,0.940000,295855.875891,51.428571,29.411765,3034.452552,104500622.336372
17000.000000,0.950000,295774.868558,51.428571,29.411765,2704.627394,100663263.358352
17000.000000,0.960000,295697.611919,51.428571,29.411765,2402.079768,97764064.695830
17000.000000,0.970000,295622.265708,51.428571,29.411765,2039.595450,96097249.982185
17000.000000,0.980000,295655.441961,51.428571,29.411765,1713.675456,95065459.180020
17000.000000,0.990000,295817.727564,51.428571,29.411765,1421.365687,94917064.740731
17000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
18000.000000,0.900000,296494.564754,51.428571,29.411765,4386.986977,127578471.064627
18000.000000,0.910000,296283.220537,51.428571,29.411765,4058.040492,120407507.871407
18000.000000,0.920000,296094.297153,51.428571,29.411765,3732.617067,115570950.210369
18000.000000,0.930000,295940.792425,51.428571,29.411765,3404.763339,109898566.890260
18000.000000,0.940000,295855.875891,51.428571,29.411765,2986.178675,106409993.885951
18000.000000,0.950000,295774.868558,51.428571,29.411765,2672.978540,102042291.276364
18000.000000,0.960000,295791.812228,51.428571,29.411765,2332.323928,99219321.220440
18000.000000,0.970000,295692.915940,51.428571,29.411765,2019.199606,96667658.792325
18000.000000,0.980000,295655.441961,51.428571,29.411765,1720.977851,95193244.436107
18000.000000,0.990000,295817.727564,51.428571,29.411765,1425.016884,94956395.266766
18000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
19000.000000,0.900000,296318.224581,51.428571,29.411765,4333.953270,130989382.560665
19000.000000,0.910000,296126.445571,51.428571,29.411765,3968.793235,125927730.182219
19000.000000,0.920000,295956.622951,51.428571,29.411765,3602.923277,119494996.898970
19000.000000,0.930000,295986.621957,51.428571,29.411765,3237.288732,115015964.737858
19000.000000,0.940000,295896.375382,51.428571,29.411765,2886.993763,108827366.976460
19000.000000,0.950000,295809.617123,51.428571,29.411765,2566.755763,103811405.013185
19000.000000,0.960000,295726.199121,51.428571,29.411765,2225.718645,99946377.743170
19000.000000,0.970000,295644.290046,51.428571,29.411765,1919.730160,97095835.385404
19000.000000,0.980000,295623.409519,51.428571,29.411765,1614.834925,95400275.534881
19000.000000,0.990000,295801.901662,51.428571,29.411765,1312.191447,95012617.725317
19000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
20000.000000,0.900000,296318.224581,48.571429,33.333333,4324.445711,139787428.043592
20000.000000,0.910000,296126.445571,48.571429,33.333333,3988.472699,132581481.738948
20000.000000,0.920000,296145.023569,48.571429,33.333333,3603.028950,125004092.637301
20000.000000,0.930000,295986.621957,48.571429,33.333333,3238.783356,117451399.893149
20000.000000,0.940000,295896.375382,48.571429,33.333333,2901.299000,110673741.846979
20000.000000,0.950000,295809.617123,48.571429,33.333333,2553.490619,105187203.836765
20000.000000,0.960000,295726.199121,48.571429,33.333333,2218.530129,100873132.321714
20000.000000,0.970000,295644.290046,48.571429,33.333333,1900.425374,97664123.912099
20000.000000,0.980000,295623.409519,48.571429,33.333333,1568.714448,95692062.857504
20000.000000,0.990000,295801.901662,48.571429,33.333333,1251.516152,95105838.379897
20000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
21000.000000,0.900000,296553.725353,48.571429,33.333333,4306.679226,142138561.141653
21000.000000,0.910000,296338.396265,48.571429,33.333333,3961.917882,132583028.494994
21000.000000,0.920000,296145.023569,48.571429,33.333333,3577.354194,125046782.997891
21000.000000,0.930000,295986.621957,48.571429,33.333333,3238.783356,117451399.893149
21000.000000,0.940000,295896.375382,48.571429,33.333333,2881.804099,110701003.147089
21000.000000,0.950000,295809.617123,48.571429,33.333333,2537.198975,105210472.946192
21000.000000,0.960000,295726.199121,48.571429,33.333333,2218.530129,100873132.321714
21000.000000,0.970000,295644.290046,48.571429,33.333333,1884.801168,97675211.516432
21000.000000,0.980000,295623.409519,48.571429,33.333333,1568.714448,95692062.857504
21000.000000,0.990000,295801.901662,48.571429,33.333333,1251.516152,95105838.379897
21000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
22000.000000,0.900000,296553.725353,48.571429,33.333333,4306.679226,142138561.141653
22000.000000,0.910000,296338.396265,48.571429,33.333333,3945.459594,133669125.180633
22000.000000,0.920000,296145.023569,48.571429,33.333333,3577.354194,125046782.997891
22000.000000,0.930000,295986.621957,48.571429,33.333333,3238.783356,117451399.893149
22000.000000,0.940000,295896.375382,48.571429,33.333333,2881.804099,110701003.147089
22000.000000,0.950000,295809.617123,48.571429,33.333333,2537.198975,105210472.946192
22000.000000,0.960000,295726.199121,48.571429,33.333333,2201.875894,100889248.352084
22000.000000,0.970000,295644.290046,48.571429,33.333333,1884.801168,97675211.516432
22000.000000,0.980000,295623.409519,48.571429,33.333333,1562.326863,95698880.742339
22000.000000,0.990000,295801.901662,48.571429,33.333333,1251.516152,95105838.379897
22000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
23000.000000,0.900000,296553.725353,48.571429,33.333333,4261.357681,141556199.651761
23000.000000,0.910000,296338.396265,48.571429,33.333333,3892.244391,132153714.313114
23000.000000,0.920000,296145.023569,48.571429,33.333333,3566.540371,125208804.473317
23000.000000,0.930000,295986.621957,48.571429,33.333333,3206.577209,117620911.968794
23000.000000,0.940000,295896.375382,48.571429,33.333333,2854.143759,110841964.422201
23000.000000,0.950000,295809.617123,48.571429,33.333333,2512.711501,105319958.821842
23000.000000,0.960000,295726.199121,48.571429,33.333333,2196.468982,100955049.517922
23000.000000,0.970000,295644.290046,48.571429,33.333333,1871.164605,97732031.437671
23000.000000,0.980000,295623.409519,48.571429,33.333333,1559.623407,95725604.319656
23000.000000,0.990000,295801.901662,48.571429,33.333333,1245.568274,95118962.288422
23000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
24000.000000,0.900000,296553.725353,48.571429,33.333333,4278.485713,146171616.141851
24000.000000,0.910000,296338.396265,48.571429,33.333333,3907.659620,136018028.984614
24000.000000,0.920000,296145.023569,48.571429,33.333333,3569.428974,126941712.941063
24000.000000,0.930000,295986.621957,48.571429,33.333333,3209.040487,119009872.907791
24000.000000,0.940000,295896.375382,48.571429,33.333333,2840.831077,111940866.239067
24000.000000,0.950000,295809.617123,48.571429,33.333333,2518.246195,106110545.755472
24000.000000,0.960000,295726.199121,48.571429,33.333333,2200.896737,101500218.858801
24000.000000,0.970000,295644.290046,48.571429,33.333333,1874.485421,98069976.435522
24000.000000,0.980000,295623.409519,48.571429,33.333333,1552.644984,95903785.136054
24000.000000,0.990000,295801.901662,48.571429,33.333333,1246.675212,95174029.916812
24000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
25000.000000,0.900000,296553.725353,45.714286,36.842105,4214.999096,147852519.322617
25000.000000,0.910000,296338.396265,45.714286,36.842105,3874.884366,137384346.407215
25000.000000,0.920000,296145.023569,45.714286,36.842105,3535.245216,128068485.887082
25000.000000,0.930000,295986.621957,45.714286,36.842105,3158.013685,119949095.583240
25000.000000,0.940000,295896.375382,45.714286,36.842105,2806.574346,112645432.839794
25000.000000,0.950000,295809.617123,45.714286,36.842105,2481.757500,106634291.786559
25000.000000,0.960000,295726.199121,45.714286,36.842105,2132.380746,101895497.389031
25000.000000,0.970000,295644.290046,45.714286,36.842105,1820.395899,98308631.684023
25000.000000,0.980000,295581.251391,45.714286,36.842105,1432.420071,96023541.916570
25000.000000,0.990000,295780.822597,45.714286,36.842105,1119.884468,95216625.662247
25000.000000,1.000000,295978.846601,85.714286,80.000000,8407.022099,96347184.798919
