FloodIntensity, UnmetIrrDemand, UnmetHydroDemand, UnmetRecreationDemand,x1, x2, x3,
5.7638793e-01,1.1233467e+01,1.1233467e+01,1.1357730e+01,7.8539816e-01,5.0000000e+01,6.2217125e-01
2.6863783e+00,1.2030592e+01,1.2030592e+01,4.9623784e+00,6.2564432e-01,5.0092291e+01,4.3119318e-01
1.9832122e+01,1.2234195e+01,1.2234195e+01,1.7445228e-02,4.7121834e-01,7.5678417e+01,6.7881592e-01
8.5466692e-01,1.1403523e+01,1.1403523e+01,9.8207167e+00,7.5882387e-01,5.0955515e+01,6.9932103e-01
1.1689639e+00,1.1077195e+01,1.1077195e+01,8.5682632e+00,7.4454078e-01,5.3038785e+01,3.7801776e-01
9.8872771e-01,1.1509329e+01,1.1509329e+01,9.1677027e+00,7.4483121e-01,5.0000000e+01,6.2340083e-01
2.6059372e+00,1.2189279e+01,1.2189279e+01,5.2732582e+00,6.2982124e-01,5.0000000e+01,4.7901057e-01
3.6021525e+00,1.1771672e+01,1.1771672e+01,3.6767664e+00,6.3540442e-01,5.5204629e+01,4.9488814e-01
3.3205930e+00,1.1837685e+01,1.1837685e+01,4.1027839e+00,6.4056144e-01,5.4291752e+01,5.0327121e-01
3.0404317e+00,1.2151252e+01,1.2151252e+01,4.2792548e+00,6.3147747e-01,5.1811803e+01,5.0464645e-01
5.9698302e+00,1.0893712e+01,1.0893712e+01,1.9568856e+00,6.2852319e-01,7.5142833e+01,8.0870527e-01
2.0970618e+00,1.1639678e+01,1.1639678e+01,6.0862473e+00,6.8768260e-01,5.2423704e+01,5.3064472e-01
9.0812241e-01,1.0829161e+01,1.0829161e+01,1.0391912e+01,7.7676282e-01,8.1100303e+01,1.1483210e+00
3.4772616e+00,1.1991959e+01,1.1991959e+01,3.7441293e+00,6.2872231e-01,5.4002570e+01,5.1249603e-01
1.4720083e+00,1.1666705e+01,1.1666705e+01,7.5419104e+00,7.1037104e-01,5.0052189e+01,5.3593000e-01
1.9290634e+01,1.2687375e+01,1.2687375e+01,2.9063750e-02,4.8143966e-01,7.9037186e+01,1.1157292e+00
1.6550649e+01,1.1793830e+01,1.1793830e+01,8.0082215e-02,5.1408004e-01,7.6355852e+01,8.8562451e-01
1.1009010e+00,1.0827006e+01,1.0827006e+01,9.4948994e+00,7.6281976e-01,8.0675416e+01,1.1526906e+00
6.7430337e-01,1.1313242e+01,1.1313242e+01,1.0749754e+01,7.7478245e-01,5.0597434e+01,6.9741172e-01
8.1843734e+00,1.0981068e+01,1.0981068e+01,1.0128432e+00,5.9135045e-01,6.4796584e+01,1.4351325e-01
1.2463347e+00,1.1240023e+01,1.1240023e+01,8.1757948e+00,7.3283687e-01,5.1722823e+01,4.6223738e-01
6.4825356e+00,1.0882404e+01,1.0882404e+01,1.7124557e+00,6.2199305e-01,7.6733656e+01,8.1175159e-01
